Function 3;132
Function 4;132
Function 0;92
Function 1;186
Function 2;124
Function 4;145
Function 0;92
Function 1;205
Function 3;123
Function 1;141
Function 0;98
Function 4;168
Function 2;120
Function 1;138
Function 2;130
Function 0;84
Function 4;180
Function 1;144
Function 3;122
Function 0;87
Function 4;167
Function 1;130
Function 0;90
Function 2;131
Function 4;129
Function 1;133
Function 2;127
Function 0;87
Function 4;305
Function 1;127
Function 4;129
Function 3;127
Function 0;93
Function 4;121
Function 1;134
Function 3;128
Function 0;89
Function 4;125
Function 3;117
Function 1;163
Function 0;86
Function 4;117
Function 1;171
Function 0;85
Function 2;119
Function 4;128
Function 0;82
Function 1;180
Function 3;128
Function 1;128
Function 0;95
Function 4;185
Function 1;143
Function 2;138
Function 3;141
Function 4;148
Function 0;101
Function 1;135
Function 3;131
Function 0;102
Function 4;159
Function 4;138
Function 1;138
Function 3;128
Function 0;112
Function 4;154
Function 3;130
Function 4;130
Function 0;81
Function 1;204
Function 1;120
Function 0;88
Function 4;152
Function 1;129
Function 3;126
Function 2;136
Function 0;91
Function 1;124
Function 4;129
Function 3;149
Function 0;98
Function 1;136
Function 4;147
Function 3;122
Function 0;92
Function 4;134
Function 1;133
Function 3;124
Function 4;118
Function 0;82
Function 1;136
Function 3;120
Function 0;81
Function 4;119
Function 1;163
Function 0;89
Function 2;130
Function 1;129
Function 4;178
Function 0;100
Function 2;140
Function 4;133
Function 2;130
Function 1;180
Function 0;92
Function 1;123
Function 4;144
Function 0;88
Function 4;133
Function 2;125
Function 3;130
Function 0;87
Function 1;191
Function 1;134
Function 0;90
Function 4;128
Function 4;181
Function 3;121
Function 0;96
Function 1;195
Function 3;163
Function 1;136
Function 4;163
Function 1;125
Function 3;128
Function 4;124
Function 2;112
Function 0;199
Function 2;113
Function 4;119
Function 0;101
Function 4;160
Function 4;111
Function 0;90
Function 1;205
Function 1;125
Function 0;96
Function 1;131
Function 3;129
Function 0;94
Function 2;197
Function 1;134
Function 2;140
Function 4;141
Function 0;99
Function 1;138
Function 3;137
Function 0;92
Function 4;133
Function 4;187
Function 1;132
Function 2;126
Function 0;90
Function 4;126
Function 1;129
Function 2;120
Function 0;83
Function 4;124
Function 1;137
Function 2;124
Function 0;83
Function 1;125
Function 4;164
Function 0;88
Function 2;128
Function 1;131
Function 4;165
Function 2;122
Function 0;95
Function 1;133
Function 4;134
Function 3;128
Function 0;87
Function 4;124
Function 3;120
Function 1;171
Function 0;90
Function 4;121
Function 0;80
Function 1;182
Function 4;130
Function 3;135
Function 1;135
Function 0;94
Function 3;135
Function 1;146
Function 3;132
Function 0;101
Function 4;163
Function 1;212
Function 2;208
Function 0;156
Function 4;219
Function 1;202
Function 3;128
Function 0;89
Function 4;138
Function 1;140
Function 4;340
Function 0;91
Function 1;135
Function 4;184
Function 3;125
Function 3;223
Function 0;86
Function 0;80
Function 1;176
Function 2;140
Function 1;123
Function 4;138
Function 4;182
Function 0;98
Function 1;129
Function 3;130
Function 2;131
Function 0;100
Function 4;196
Function 1;137
Function 3;133
Function 0;87
Function 4;129
Function 4;166
Function 2;111
Function 0;80
Function 4;122
Function 1;191
Function 1;121
Function 0;91
Function 4;122
Function 1;125
Function 3;128
Function 2;124
Function 0;92
Function 1;132
Function 2;127
Function 4;128
Function 0;96
Function 4;127
Function 1;144
Function 3;127
Function 0;82
Function 1;119
Function 4;179
Function 0;96
Function 3;140
Function 4;134
Function 2;118
Function 1;169
Function 0;98
Function 4;138
Function 1;164
Function 4;127
Function 0;93
Function 2;138
Function 1;157
Function 0;84
Function 3;123
Function 1;119
Function 4;164
Function 0;96
Function 3;133
Function 4;128
Function 2;130
Function 1;188
Function 0;92
Function 1;126
Function 4;118
Function 0;91
Function 4;132
Function 2;130
Function 0;92
Function 2;157
Function 1;199
Function 1;131
Function 0;87
Function 4;164
Function 1;138
Function 2;127
Function 0;184
Function 4;339
Function 1;272
Function 3;336
Function 2;355
Function 0;220
Function 4;363
Function 1;265
Function 3;193
Function 0;97
Function 4;227
Function 1;144
Function 4;151
Function 0;108
Function 4;160
Function 1;143
Function 2;204
Function 3;141
Function 0;96
Function 1;134
Function 3;130
Function 0;90
Function 4;165
Function 4;134
Function 1;126
Function 2;130
Function 0;88
Function 4;140
Function 1;134
Function 2;134
Function 0;80
Function 4;136
Function 1;123
Function 2;124
Function 0;92
Function 4;133
Function 1;132
Function 2;123
Function 0;90
Function 4;124
Function 1;130
Function 3;131
Function 0;85
Function 4;132
Function 1;140
Function 2;126
Function 0;86
Function 4;126
Function 1;128
Function 2;120
Function 0;90
Function 4;121
Function 1;133
Function 0;89
Function 3;145
Function 4;142
Function 1;139
Function 2;132
Function 0;97
Function 4;134
Function 1;138
Function 2;129
Function 0;80
Function 4;127
Function 3;120
Function 0;87
Function 1;190
Function 4;130
Function 1;128
Function 0;85
Function 4;132
Function 1;128
Function 2;127
Function 3;123
Function 0;87
Function 1;130
Function 3;124
Function 0;92
Function 4;131
Function 4;137
Function 1;138
Function 3;126
Function 0;89
Function 4;129
Function 1;161
Function 3;122
Function 0;93
Function 4;123
Function 1;173
Function 0;86
Function 4;125
Function 2;135
Function 0;78
Function 1;181
Function 2;131
Function 4;128
Function 0;95
Function 1;186
Function 1;136
Function 3;130
Function 0;102
Function 4;184
Function 1;130
Function 2;142
Function 3;136
Function 0;83
Function 4;168
Function 1;123
Function 3;123
Function 0;86
Function 4;159
Function 4;142
Function 1;138
Function 3;131
Function 0;99
Function 4;132
Function 1;146
Function 2;122
Function 0;83
Function 4;121
Function 1;132
Function 3;123
Function 0;85
Function 1;127
Function 4;147
Function 3;119
Function 0;93
Function 1;127
Function 3;131
Function 0;89
Function 4;124
Function 1;124
Function 4;259
Function 3;127
Function 0;94
Function 1;154
Function 4;185
Function 2;139
Function 1;124
Function 4;182
Function 2;121
Function 4;119
Function 2;134
Function 4;120
Function 4;114
